SEASON,NAME_TEAM,N_PLAY,SCORE_FAVOR,SCORE_AGAINST,WINS,DRAWS,LOSES,POINTS
2008-09,RCD Español,1,1,0,1,0,0,3
2008-09,Valencia CF,1,3,0,1,0,0,3
2008-09,Athletic Club Bilbao,1,1,3,0,0,1,0
2008-09,Atlético Madrid,1,4,0,1,0,0,3
2008-09,Real Betis,1,0,1,0,0,1,0
2008-09,RCD La Coruña,1,2,1,1,0,0,3
2008-09,CD Numancia,1,1,0,1,0,0,3
2008-09,CA Osasuna,1,1,1,0,1,0,1
2008-09,Real Racing Santander,1,1,1,0,1,0,1
2008-09,Sporting Gijón,1,1,2,0,0,1,0
2008-09,FC Barcelona,2,1,1,0,1,0,1
2008-09,Real Valladolid CF,2,2,1,1,0,0,3
2008-09,UD Almería,2,2,2,0,1,0,1
2008-09,Getafe CF,2,0,0,0,1,0,1
2008-09,Málaga CF,2,0,0,0,1,0,1
2008-09,RCD Mallorca,2,1,1,0,1,0,1
2008-09,Real Madrid CF,2,4,3,1,0,0,3
2008-09,Recreativo Huelva,2,0,1,0,0,1,0
2008-09,Sevilla FC,2,4,3,1,0,0,3
2008-09,Villarreal CF,2,1,0,1,0,0,3
2008-09,Atlético Madrid,3,4,0,1,0,0,3
2008-09,RCD Español,3,1,1,0,1,0,1
2008-09,UD Almería,3,1,0,1,0,0,3
2008-09,Athletic Club Bilbao,3,2,0,1,0,0,3
2008-09,Real Betis,3,0,0,0,1,0,1
2008-09,RCD La Coruña,3,0,0,0,1,0,1
2008-09,CD Numancia,3,1,2,0,0,1,0
2008-09,Real Racing Santander,3,0,2,0,0,1,0
2008-09,Sporting Gijón,3,1,6,0,0,1,0
2008-09,Valencia CF,3,1,0,1,0,0,3
2008-09,FC Barcelona,4,3,2,1,0,0,3
2008-09,Getafe CF,4,1,2,0,0,1,0
2008-09,CA Osasuna,4,0,0,0,1,0,1
2008-09,Real Madrid CF,4,7,1,1,0,0,3
2008-09,Sevilla FC,4,2,0,1,0,0,3
2008-09,Villarreal CF,4,2,0,1,0,0,3
2008-09,Málaga CF,4,0,2,0,0,1,0
2008-09,RCD Mallorca,4,2,0,1,0,0,3
2008-09,Recreativo Huelva,4,1,1,0,1,0,1
2008-09,Real Valladolid CF,4,2,0,1,0,0,3
2008-09,Real Betis,5,1,2,0,0,1,0
2008-09,RCD Español,5,1,2,0,0,1,0
2008-09,Sporting Gijón,5,0,1,0,0,1,0
2008-09,UD Almería,5,1,0,1,0,0,3
2008-09,Athletic Club Bilbao,5,0,1,0,0,1,0
2008-09,Atlético Madrid,5,0,1,0,0,1,0
2008-09,Málaga CF,5,2,1,1,0,0,3
2008-09,CD Numancia,5,0,0,0,1,0,1
2008-09,Real Racing Santander,5,1,2,0,0,1,0
2008-09,Valencia CF,5,4,2,1,0,0,3
2008-09,FC Barcelona,6,6,1,1,0,0,3
2008-09,Villarreal CF,6,2,1,1,0,0,3
2008-09,Getafe CF,6,2,2,0,1,0,1
2008-09,RCD La Coruña,6,1,0,1,0,0,3
2008-09,RCD Mallorca,6,0,2,0,0,1,0
2008-09,CA Osasuna,6,0,1,0,0,1,0
2008-09,Real Madrid CF,6,2,2,0,1,0,1
2008-09,Recreativo Huelva,6,0,4,0,0,1,0
2008-09,Sevilla FC,6,4,0,1,0,0,3
2008-09,Real Valladolid CF,6,0,1,0,0,1,0
2008-09,Atlético Madrid,7,1,2,0,0,1,0
2008-09,RCD Español,7,0,0,0,1,0,1
2008-09,UD Almería,7,0,1,0,0,1,0
2008-09,Athletic Club Bilbao,7,0,1,0,0,1,0
2008-09,Real Betis,7,3,0,1,0,0,3
2008-09,Málaga CF,7,2,1,1,0,0,3
2008-09,Real Racing Santander,7,0,0,0,1,0,1
2008-09,Sporting Gijón,7,2,1,1,0,0,3
2008-09,Valencia CF,7,4,0,1,0,0,3
2008-09,Real Valladolid CF,7,1,1,0,1,0,1
2008-09,FC Barcelona,8,5,0,1,0,0,3
2008-09,CA Osasuna,8,0,2,0,0,1,0
2008-09,Getafe CF,8,1,0,1,0,0,3
2008-09,RCD La Coruña,8,0,3,0,0,1,0
2008-09,RCD Mallorca,8,3,0,1,0,0,3
2008-09,CD Numancia,8,2,1,1,0,0,3
2008-09,Real Madrid CF,8,3,2,1,0,0,3
2008-09,Recreativo Huelva,8,1,1,0,1,0,1
2008-09,Sevilla FC,8,0,1,0,0,1,0
2008-09,Villarreal CF,8,4,4,0,1,0,1
2008-09,Athletic Club Bilbao,9,1,4,0,0,1,0
2008-09,Atlético Madrid,9,2,0,1,0,0,3
2008-09,Málaga CF,9,1,4,0,0,1,0
2008-09,Valencia CF,9,2,4,0,0,1,0
2008-09,UD Almería,9,1,1,0,1,0,1
2008-09,Real Betis,9,0,3,0,0,1,0
2008-09,RCD Español,9,1,0,1,0,0,3
2008-09,Recreativo Huelva,9,1,1,0,1,0,1
2008-09,Sporting Gijón,9,3,1,1,0,0,3
2008-09,Real Valladolid CF,9,3,2,1,0,0,3
2008-09,FC Barcelona,10,6,0,1,0,0,3
2008-09,Real Madrid CF,10,4,3,1,0,0,3
2008-09,Getafe CF,10,0,3,0,0,1,0
2008-09,RCD La Coruña,10,1,0,1,0,0,3
2008-09,RCD Mallorca,10,3,3,0,1,0,1
2008-09,CD Numancia,10,2,4,0,0,1,0
2008-09,CA Osasuna,10,0,0,0,1,0,1
2008-09,Real Racing Santander,10,1,0,1,0,0,3
2008-09,Sevilla FC,10,1,0,1,0,0,3
2008-09,Villarreal CF,10,2,1,1,0,0,3
2008-09,Valencia CF,11,2,3,0,0,1,0
2008-09,Real Valladolid CF,11,1,0,1,0,0,3
2008-09,UD Almería,11,2,1,1,0,0,3
2008-09,Athletic Club Bilbao,11,2,0,1,0,0,3
2008-09,Atlético Madrid,11,4,1,1,0,0,3
2008-09,Real Betis,11,3,1,1,0,0,3
2008-09,RCD Español,11,3,4,0,0,1,0
2008-09,Getafe CF,11,0,2,0,0,1,0
2008-09,Málaga CF,11,2,2,0,1,0,1
2008-09,Recreativo Huelva,11,0,2,0,0,1,0
2008-09,Real Madrid CF,12,1,0,1,0,0,3
2008-09,Sevilla FC,12,0,0,0,1,0,1
2008-09,Villarreal CF,12,0,3,0,0,1,0
2008-09,FC Barcelona,12,1,1,0,1,0,1
2008-09,RCD La Coruña,12,3,1,1,0,0,3
2008-09,RCD Mallorca,12,2,2,0,1,0,1
2008-09,CD Numancia,12,1,1,0,1,0,1
2008-09,CA Osasuna,12,3,1,1,0,0,3
2008-09,Real Racing Santander,12,3,0,1,0,0,3
2008-09,Sporting Gijón,12,1,2,0,0,1,0
2008-09,Getafe CF,13,3,1,1,0,0,3
2008-09,Sevilla FC,13,0,3,0,0,1,0
2008-09,UD Almería,13,0,1,0,0,1,0
2008-09,Athletic Club Bilbao,13,2,0,1,0,0,3
2008-09,Atlético Madrid,13,4,1,1,0,0,3
2008-09,RCD Español,13,0,1,0,0,1,0
2008-09,Málaga CF,13,4,2,1,0,0,3
2008-09,Recreativo Huelva,13,1,2,0,0,1,0
2008-09,Valencia CF,13,3,2,1,0,0,3
2008-09,Real Valladolid CF,13,3,0,1,0,0,3
2008-09,FC Barcelona,14,4,0,1,0,0,3
2008-09,Sporting Gijón,14,2,5,0,0,1,0
2008-09,Villarreal CF,14,3,3,0,1,0,1
2008-09,Real Betis,14,1,1,0,1,0,1
2008-09,RCD La Coruña,14,2,0,1,0,0,3
2008-09,RCD Mallorca,14,2,3,0,0,1,0
2008-09,CD Numancia,14,2,1,1,0,0,3
2008-09,CA Osasuna,14,3,3,0,1,0,1
2008-09,Real Madrid CF,14,3,4,0,0,1,0
2008-09,Real Racing Santander,14,1,1,0,1,0,1
2008-09,FC Barcelona,15,2,0,1,0,0,3
2008-09,Valencia CF,15,2,1,1,0,0,3
2008-09,UD Almería,15,1,1,0,1,0,1
2008-09,Athletic Club Bilbao,15,3,0,1,0,0,3
2008-09,Atlético Madrid,15,2,0,1,0,0,3
2008-09,Getafe CF,15,4,1,1,0,0,3
2008-09,Málaga CF,15,2,0,1,0,0,3
2008-09,Recreativo Huelva,15,1,0,1,0,0,3
2008-09,Sevilla FC,15,1,0,1,0,0,3
2008-09,Real Valladolid CF,15,3,0,1,0,0,3
2008-09,RCD Español,16,2,3,0,0,1,0
2008-09,Real Madrid CF,16,1,0,1,0,0,3
2008-09,Real Betis,16,0,1,0,0,1,0
2008-09,RCD La Coruña,16,4,1,1,0,0,3
2008-09,RCD Mallorca,16,0,0,0,1,0,1
2008-09,CD Numancia,16,4,3,1,0,0,3
2008-09,CA Osasuna,16,5,2,1,0,0,3
2008-09,Real Racing Santander,16,1,1,0,1,0,1
2008-09,Sporting Gijón,16,1,0,1,0,0,3
2008-09,Villarreal CF,16,1,2,0,0,1,0
2008-09,FC Barcelona,17,3,1,1,0,0,3
2008-09,Valencia CF,17,3,1,1,0,0,3
2008-09,UD Almería,17,1,0,1,0,0,3
2008-09,Athletic Club Bilbao,17,1,1,0,1,0,1
2008-09,Getafe CF,17,1,2,0,0,1,0
2008-09,Málaga CF,17,1,0,1,0,0,3
2008-09,Real Madrid CF,17,1,0,1,0,0,3
2008-09,Recreativo Huelva,17,3,1,1,0,0,3
2008-09,Sevilla FC,17,1,1,0,1,0,1
2008-09,Real Valladolid CF,17,0,1,0,0,1,0
2008-09,RCD La Coruña,18,1,3,0,0,1,0
2008-09,Valencia CF,18,3,3,0,1,0,1
2008-09,Atlético Madrid,18,2,3,0,0,1,0
2008-09,Real Betis,18,1,2,0,0,1,0
2008-09,RCD Español,18,2,2,0,1,0,1
2008-09,RCD Mallorca,18,0,3,0,0,1,0
2008-09,CD Numancia,18,2,0,1,0,0,3
2008-09,CA Osasuna,18,2,3,0,0,1,0
2008-09,Real Racing Santander,18,1,1,0,1,0,1
2008-09,Sporting Gijón,18,2,1,1,0,0,3
2008-09,FC Barcelona,19,5,0,1,0,0,3
2008-09,Sevilla FC,19,1,0,1,0,0,3
2008-09,UD Almería,19,1,1,0,1,0,1
2008-09,Athletic Club Bilbao,19,3,2,1,0,0,3
2008-09,Getafe CF,19,0,1,0,0,1,0
2008-09,Málaga CF,19,4,0,1,0,0,3
2008-09,Real Madrid CF,19,3,1,1,0,0,3
2008-09,Recreativo Huelva,19,2,0,1,0,0,3
2008-09,Real Valladolid CF,19,1,3,0,0,1,0
2008-09,Villarreal CF,19,2,0,1,0,0,3
2008-09,FC Barcelona,20,4,1,1,0,0,3
2008-09,Villarreal CF,20,1,1,0,1,0,1
2008-09,UD Almería,20,2,1,1,0,0,3
2008-09,Getafe CF,20,5,1,1,0,0,3
2008-09,Málaga CF,20,1,1,0,1,0,1
2008-09,RCD Mallorca,20,3,1,1,0,0,3
2008-09,Real Madrid CF,20,1,0,1,0,0,3
2008-09,Recreativo Huelva,20,1,0,1,0,0,3
2008-09,Sevilla FC,20,0,2,0,0,1,0
2008-09,Real Valladolid CF,20,1,1,0,1,0,1
2008-09,Athletic Club Bilbao,21,3,2,1,0,0,3
2008-09,CD Numancia,21,0,2,0,0,1,0
2008-09,Atlético Madrid,21,1,2,0,0,1,0
2008-09,Real Betis,21,2,2,0,1,0,1
2008-09,RCD Español,21,1,1,0,1,0,1
2008-09,RCD La Coruña,21,3,0,1,0,0,3
2008-09,CA Osasuna,21,1,0,1,0,0,3
2008-09,Real Racing Santander,21,1,2,0,0,1,0
2008-09,Sporting Gijón,21,1,0,1,0,0,3
2008-09,Valencia CF,21,3,2,1,0,0,3
2008-09,Real Madrid CF,22,1,0,1,0,0,3
2008-09,Sevilla FC,22,1,2,0,0,1,0
2008-09,FC Barcelona,22,3,1,1,0,0,3
2008-09,Getafe CF,22,1,1,0,1,0,1
2008-09,Málaga CF,22,3,2,1,0,0,3
2008-09,RCD Mallorca,22,1,1,0,1,0,1
2008-09,CA Osasuna,22,1,0,1,0,0,3
2008-09,Recreativo Huelva,22,0,3,0,0,1,0
2008-09,Real Valladolid CF,22,2,1,1,0,0,3
2008-09,Villarreal CF,22,2,1,1,0,0,3
2008-09,Real Betis,23,2,2,0,1,0,1
2008-09,RCD La Coruña,23,0,0,0,1,0,1
2008-09,Valencia CF,23,1,1,0,1,0,1
2008-09,UD Almería,23,3,2,1,0,0,3
2008-09,Athletic Club Bilbao,23,1,1,0,1,0,1
2008-09,Atlético Madrid,23,1,1,0,1,0,1
2008-09,RCD Español,23,0,2,0,0,1,0
2008-09,CD Numancia,23,0,1,0,0,1,0
2008-09,Real Racing Santander,23,1,1,0,1,0,1
2008-09,Sporting Gijón,23,0,4,0,0,1,0
2008-09,FC Barcelona,24,1,2,0,0,1,0
2008-09,Real Madrid CF,24,6,1,1,0,0,3
2008-09,Sevilla FC,24,1,0,1,0,0,3
2008-09,Villarreal CF,24,2,1,1,0,0,3
2008-09,Getafe CF,24,1,1,0,1,0,1
2008-09,RCD La Coruña,24,1,1,0,1,0,1
2008-09,RCD Mallorca,24,1,0,1,0,0,3
2008-09,CA Osasuna,24,2,0,1,0,0,3
2008-09,Recreativo Huelva,24,1,1,0,1,0,1
2008-09,Real Valladolid CF,24,1,3,0,0,1,0
2008-09,Athletic Club Bilbao,25,1,2,0,0,1,0
2008-09,RCD Español,25,0,2,0,0,1,0
2008-09,UD Almería,25,2,1,1,0,0,3
2008-09,Atlético Madrid,25,4,3,1,0,0,3
2008-09,Real Betis,25,2,2,0,1,0,1
2008-09,Málaga CF,25,0,2,0,0,1,0
2008-09,CD Numancia,25,0,1,0,0,1,0
2008-09,Real Racing Santander,25,1,1,0,1,0,1
2008-09,Sporting Gijón,25,0,1,0,0,1,0
2008-09,Valencia CF,25,1,2,0,0,1,0
2008-09,FC Barcelona,26,2,0,1,0,0,3
2008-09,Real Madrid CF,26,1,1,0,1,0,1
2008-09,Villarreal CF,26,1,0,1,0,0,3
2008-09,Getafe CF,26,1,2,0,0,1,0
2008-09,RCD La Coruña,26,5,3,1,0,0,3
2008-09,RCD Mallorca,26,3,3,0,1,0,1
2008-09,CD Numancia,26,2,1,1,0,0,3
2008-09,CA Osasuna,26,1,2,0,0,1,0
2008-09,Recreativo Huelva,26,2,3,0,0,1,0
2008-09,Sevilla FC,26,2,1,1,0,0,3
2008-09,Athletic Club Bilbao,27,2,5,0,0,1,0
2008-09,Valencia CF,27,1,1,0,1,0,1
2008-09,UD Almería,27,0,2,0,0,1,0
2008-09,Atlético Madrid,27,3,2,1,0,0,3
2008-09,Real Betis,27,0,0,0,1,0,1
2008-09,RCD Español,27,3,3,0,1,0,1
2008-09,Málaga CF,27,2,2,0,1,0,1
2008-09,Real Racing Santander,27,5,0,1,0,0,3
2008-09,Sporting Gijón,27,3,2,1,0,0,3
2008-09,Real Valladolid CF,27,1,0,1,0,0,3
2008-09,Sevilla FC,28,4,1,1,0,0,3
2008-09,Villarreal CF,28,2,0,1,0,0,3
2008-09,FC Barcelona,28,6,0,1,0,0,3
2008-09,Getafe CF,28,2,1,1,0,0,3
2008-09,RCD La Coruña,28,1,1,0,1,0,1
2008-09,RCD Mallorca,28,2,0,1,0,0,3
2008-09,CD Numancia,28,2,1,1,0,0,3
2008-09,CA Osasuna,28,1,0,1,0,0,3
2008-09,Real Madrid CF,28,3,0,1,0,0,3
2008-09,Real Racing Santander,28,0,1,0,0,1,0
2008-09,UD Almería,29,3,0,1,0,0,3
2008-09,Athletic Club Bilbao,29,2,1,1,0,0,3
2008-09,Real Betis,29,3,3,0,1,0,1
2008-09,Málaga CF,29,0,1,0,0,1,0
2008-09,Recreativo Huelva,29,0,1,0,0,1,0
2008-09,Real Valladolid CF,29,0,1,0,0,1,0
2008-09,Atlético Madrid,29,2,4,0,0,1,0
2008-09,RCD Español,29,3,1,1,0,0,3
2008-09,Sporting Gijón,29,0,2,0,0,1,0
2008-09,Valencia CF,29,4,1,1,0,0,3
2008-09,FC Barcelona,30,2,0,1,0,0,3
2008-09,Villarreal CF,30,0,2,0,0,1,0
2008-09,RCD La Coruña,30,1,2,0,0,1,0
2008-09,RCD Mallorca,30,2,0,1,0,0,3
2008-09,CD Numancia,30,0,0,0,1,0,1
2008-09,CA Osasuna,30,2,1,1,0,0,3
2008-09,Real Madrid CF,30,2,0,1,0,0,3
2008-09,Real Racing Santander,30,2,3,0,0,1,0
2008-09,Sevilla FC,30,0,1,0,0,1,0
2008-09,Sporting Gijón,30,2,3,0,0,1,0
2008-09,Athletic Club Bilbao,31,0,1,0,0,1,0
2008-09,Atlético Madrid,31,3,0,1,0,0,3
2008-09,Getafe CF,31,0,1,0,0,1,0
2008-09,Málaga CF,31,1,1,0,1,0,1
2008-09,Recreativo Huelva,31,0,1,0,0,1,0
2008-09,UD Almería,31,2,1,1,0,0,3
2008-09,Real Betis,31,2,0,1,0,0,3
2008-09,RCD Español,31,1,0,1,0,0,3
2008-09,Valencia CF,31,3,1,1,0,0,3
2008-09,Real Valladolid CF,31,0,0,0,1,0,1
2008-09,CD Numancia,32,1,2,0,0,1,0
2008-09,Real Madrid CF,32,3,2,1,0,0,3
2008-09,FC Barcelona,32,4,0,1,0,0,3
2008-09,Real Betis,32,1,2,0,0,1,0
2008-09,RCD La Coruña,32,2,0,1,0,0,3
2008-09,CA Osasuna,32,2,3,0,0,1,0
2008-09,RCD Mallorca,32,2,0,1,0,0,3
2008-09,Real Racing Santander,32,5,1,1,0,0,3
2008-09,Sporting Gijón,32,0,3,0,0,1,0
2008-09,Villarreal CF,32,2,1,1,0,0,3
2008-09,UD Almería,33,2,1,1,0,0,3
2008-09,Málaga CF,33,1,1,0,1,0,1
2008-09,Valencia CF,33,2,2,0,1,0,1
2008-09,Athletic Club Bilbao,33,2,1,1,0,0,3
2008-09,Atlético Madrid,33,3,1,1,0,0,3
2008-09,RCD Español,33,2,0,1,0,0,3
2008-09,Getafe CF,33,1,2,0,0,1,0
2008-09,Recreativo Huelva,33,2,4,0,0,1,0
2008-09,Sevilla FC,33,2,4,0,0,1,0
2008-09,Real Valladolid CF,33,0,0,0,1,0,1
2008-09,CD Numancia,34,2,0,1,0,0,3
2008-09,Real Madrid CF,34,2,6,0,0,1,0
2008-09,Villarreal CF,34,0,2,0,0,1,0
2008-09,Real Betis,34,0,2,0,0,1,0
2008-09,RCD Español,34,3,0,1,0,0,3
2008-09,RCD La Coruña,34,1,0,1,0,0,3
2008-09,RCD Mallorca,34,2,1,1,0,0,3
2008-09,CA Osasuna,34,1,2,0,0,1,0
2008-09,Real Racing Santander,34,0,2,0,0,1,0
2008-09,Sporting Gijón,34,1,1,0,1,0,1
2008-09,Athletic Club Bilbao,35,1,0,1,0,0,3
2008-09,Sevilla FC,35,3,1,1,0,0,3
2008-09,Valencia CF,35,3,0,1,0,0,3
2008-09,UD Almería,35,3,1,1,0,0,3
2008-09,Atlético Madrid,35,3,2,1,0,0,3
2008-09,FC Barcelona,35,3,3,0,1,0,1
2008-09,Getafe CF,35,3,0,1,0,0,3
2008-09,Málaga CF,35,1,0,1,0,0,3
2008-09,Recreativo Huelva,35,1,2,0,0,1,0
2008-09,Real Valladolid CF,35,0,0,0,1,0,1
2008-09,RCD La Coruña,36,1,1,0,1,0,1
2008-09,CA Osasuna,36,0,0,0,1,0,1
2008-09,Villarreal CF,36,3,2,1,0,0,3
2008-09,Atlético Madrid,36,1,0,1,0,0,3
2008-09,Real Betis,36,2,0,1,0,0,3
2008-09,RCD Español,36,1,0,1,0,0,3
2008-09,RCD Mallorca,36,2,1,1,0,0,3
2008-09,CD Numancia,36,1,0,1,0,0,3
2008-09,Real Racing Santander,36,3,2,1,0,0,3
2008-09,Sporting Gijón,36,2,1,1,0,0,3
2008-09,UD Almería,37,0,3,0,0,1,0
2008-09,Athletic Club Bilbao,37,1,4,0,0,1,0
2008-09,FC Barcelona,37,0,1,0,0,1,0
2008-09,Getafe CF,37,1,0,1,0,0,3
2008-09,Málaga CF,37,1,1,0,1,0,1
2008-09,Recreativo Huelva,37,0,1,0,0,1,0
2008-09,Sevilla FC,37,1,0,1,0,0,3
2008-09,Real Valladolid CF,37,1,2,0,0,1,0
2008-09,Villarreal CF,37,3,1,1,0,0,3
2008-09,Real Madrid CF,37,1,3,0,0,1,0
2008-09,Atlético Madrid,38,3,0,1,0,0,3
2008-09,RCD La Coruña,38,1,1,0,1,0,1
2008-09,RCD Mallorca,38,2,3,0,0,1,0
2008-09,Valencia CF,38,2,0,1,0,0,3
2008-09,Real Betis,38,1,1,0,1,0,1
2008-09,RCD Español,38,3,0,1,0,0,3
2008-09,CD Numancia,38,0,2,0,0,1,0
2008-09,CA Osasuna,38,2,1,1,0,0,3
2008-09,Real Racing Santander,38,1,1,0,1,0,1
2008-09,Sporting Gijón,38,2,1,1,0,0,3
2009-10,Real Madrid CF,1,3,2,1,0,0,3
2009-10,Real Zaragoza,1,1,0,1,0,0,3
2009-10,UD Almería,1,0,0,0,1,0,1
2009-10,Athletic Club Bilbao,1,1,0,1,0,0,3
2009-10,Málaga CF,1,3,0,1,0,0,3
2009-10,RCD Mallorca,1,2,0,1,0,0,3
2009-10,CA Osasuna,1,1,1,0,1,0,1
2009-10,Real Racing Santander,1,1,4,0,0,1,0
2009-10,Valencia CF,1,2,0,1,0,0,3
2009-10,FC Barcelona,1,3,0,1,0,0,3
2009-10,Atlético Madrid,2,1,1,0,1,0,1
2009-10,RCD Español,2,0,3,0,0,1,0
2009-10,Getafe CF,2,0,2,0,0,1,0
2009-10,Sevilla FC,2,4,1,1,0,0,3
2009-10,RCD La Coruña,2,1,0,1,0,0,3
2009-10,Sporting Gijón,2,1,0,1,0,0,3
2009-10,CD Tenerife,2,2,1,1,0,0,3
2009-10,Real Valladolid CF,2,2,4,0,0,1,0
2009-10,Villarreal CF,2,1,1,0,1,0,1
2009-10,Xerez CD,2,0,1,0,0,1,0
2009-10,FC Barcelona,3,5,2,1,0,0,3
2009-10,RCD La Coruña,3,2,3,0,0,1,0
2009-10,Málaga CF,3,1,2,0,0,1,0
2009-10,RCD Mallorca,3,4,0,1,0,0,3
2009-10,CA Osasuna,3,0,2,0,0,1,0
2009-10,UD Almería,3,1,0,1,0,0,3
2009-10,Athletic Club Bilbao,3,3,2,1,0,0,3
2009-10,Real Madrid CF,3,5,0,1,0,0,3
2009-10,Valencia CF,3,2,2,0,1,0,1
2009-10,Real Zaragoza,3,1,2,0,0,1,0
2009-10,Real Racing Santander,4,1,4,0,0,1,0
2009-10,Sevilla FC,4,2,0,1,0,0,3
2009-10,Atlético Madrid,4,2,2,0,1,0,1
2009-10,RCD Español,4,2,1,1,0,0,3
2009-10,Getafe CF,4,3,1,1,0,0,3
2009-10,CD Tenerife,4,1,0,1,0,0,3
2009-10,Real Valladolid CF,4,1,2,0,0,1,0
2009-10,Villarreal CF,4,0,2,0,0,1,0
2009-10,Xerez CD,4,0,3,0,0,1,0
2009-10,Sporting Gijón,4,1,1,0,1,0,1
2009-10,Athletic Club Bilbao,5,0,4,0,0,1,0
2009-10,Málaga CF,5,0,2,0,0,1,0
2009-10,Real Madrid CF,5,3,0,1,0,0,3
2009-10,Valencia CF,5,2,2,0,1,0,1
2009-10,UD Almería,5,2,2,0,1,0,1
2009-10,RCD Español,5,0,0,0,1,0,1
2009-10,RCD La Coruña,5,1,0,1,0,0,3
2009-10,RCD Mallorca,5,3,0,1,0,0,3
2009-10,CA Osasuna,5,1,0,1,0,0,3
2009-10,Real Zaragoza,5,3,0,1,0,0,3
2009-10,Atlético Madrid,6,2,1,1,0,0,3
2009-10,FC Barcelona,6,1,0,1,0,0,3
2009-10,CD Tenerife,6,0,1,0,0,1,0
2009-10,Getafe CF,6,2,1,1,0,0,3
2009-10,Real Racing Santander,6,0,1,0,0,1,0
2009-10,Sevilla FC,6,2,1,1,0,0,3
2009-10,Sporting Gijón,6,4,1,1,0,0,3
2009-10,Real Valladolid CF,6,2,2,0,1,0,1
2009-10,Villarreal CF,6,0,0,0,1,0,1
2009-10,Xerez CD,6,1,1,0,1,0,1
2009-10,RCD La Coruña,7,1,0,1,0,0,3
2009-10,Real Madrid CF,7,4,2,1,0,0,3
2009-10,Valencia CF,7,0,0,0,1,0,1
2009-10,Athletic Club Bilbao,7,1,2,0,0,1,0
2009-10,RCD Español,7,2,1,1,0,0,3
2009-10,Málaga CF,7,1,2,0,0,1,0
2009-10,RCD Mallorca,7,3,1,1,0,0,3
2009-10,CA Osasuna,7,3,0,1,0,0,3
2009-10,Xerez CD,7,2,1,1,0,0,3
2009-10,Real Zaragoza,7,2,2,0,1,0,1
2009-10,Atlético Madrid,8,1,1,0,1,0,1
2009-10,Sevilla FC,8,0,0,0,1,0,1
2009-10,Sporting Gijón,8,0,0,0,1,0,1
2009-10,UD Almería,8,0,3,0,0,1,0
2009-10,FC Barcelona,8,6,1,1,0,0,3
2009-10,Getafe CF,8,2,0,1,0,0,3
2009-10,Real Racing Santander,8,1,1,0,1,0,1
2009-10,CD Tenerife,8,1,0,1,0,0,3
2009-10,Real Valladolid CF,8,4,0,1,0,0,3
2009-10,Villarreal CF,8,2,1,1,0,0,3
2009-10,Athletic Club Bilbao,9,1,0,1,0,0,3
2009-10,CA Osasuna,9,1,1,0,1,0,1
2009-10,Real Madrid CF,9,2,0,1,0,0,3
2009-10,Xerez CD,9,0,2,0,0,1,0
2009-10,RCD Español,9,1,1,0,1,0,1
2009-10,RCD La Coruña,9,1,1,0,1,0,1
2009-10,Málaga CF,9,0,1,0,0,1,0
2009-10,RCD Mallorca,9,1,0,1,0,0,3
2009-10,Villarreal CF,9,5,0,1,0,0,3
2009-10,Real Zaragoza,9,2,1,1,0,0,3
2009-10,Atlético Madrid,10,2,3,0,0,1,0
2009-10,FC Barcelona,10,4,2,1,0,0,3
2009-10,Getafe CF,10,0,2,0,0,1,0
2009-10,CD Tenerife,10,2,2,0,1,0,1
2009-10,UD Almería,10,2,0,1,0,0,3
2009-10,Real Racing Santander,10,0,2,0,0,1,0
2009-10,Sevilla FC,10,3,2,1,0,0,3
2009-10,Sporting Gijón,10,1,0,1,0,0,3
2009-10,Valencia CF,10,3,1,1,0,0,3
2009-10,Real Valladolid CF,10,0,0,0,1,0,1
2009-10,Athletic Club Bilbao,11,1,1,0,1,0,1
2009-10,RCD La Coruña,11,2,1,1,0,0,3
2009-10,Real Madrid CF,11,1,0,1,0,0,3
2009-10,CD Tenerife,11,1,2,0,0,1,0
2009-10,RCD Español,11,0,2,0,0,1,0
2009-10,Málaga CF,11,1,1,0,1,0,1
2009-10,RCD Mallorca,11,3,1,1,0,0,3
2009-10,CA Osasuna,11,1,3,0,0,1,0
2009-10,Villarreal CF,11,3,1,1,0,0,3
2009-10,Xerez CD,11,0,0,0,1,0,1
2009-10,Sevilla FC,12,2,2,0,1,0,1
2009-10,Sporting Gijón,12,1,0,1,0,0,3
2009-10,Valencia CF,12,1,1,0,1,0,1
2009-10,UD Almería,12,1,4,0,0,1,0
2009-10,Atlético Madrid,12,4,0,1,0,0,3
2009-10,FC Barcelona,12,1,0,1,0,0,3
2009-10,Getafe CF,12,5,1,1,0,0,3
2009-10,Real Racing Santander,12,0,1,0,0,1,0
2009-10,Real Valladolid CF,12,3,3,0,1,0,1
2009-10,Real Zaragoza,12,0,1,0,0,1,0
2009-10,Xerez CD,13,0,2,0,0,1,0
2009-10,RCD La Coruña,13,1,3,0,0,1,0
2009-10,Real Madrid CF,13,4,2,1,0,0,3
2009-10,Sevilla FC,13,1,1,0,1,0,1
2009-10,Xerez CD,14,0,2,0,0,1,0
2009-10,Athletic Club Bilbao,13,1,2,0,0,1,0
2009-10,RCD Español,13,0,4,0,0,1,0
2009-10,Málaga CF,13,1,1,0,1,0,1
2009-10,RCD Mallorca,13,4,1,1,0,0,3
2009-10,CD Tenerife,13,2,1,1,0,0,3
2009-10,Villarreal CF,13,3,2,1,0,0,3
2009-10,FC Barcelona,15,1,0,1,0,0,3
